,Municipios,Sexo,Periodo,Total
4484,16056,Hombres,2019,267.0
4485,16056,Hombres,2018,265.0
4486,16056,Hombres,2017,272.0
4487,16056,Hombres,2016,277.0
4488,16056,Hombres,2015,283.0
4489,16056,Hombres,2014,290.0
4490,16056,Hombres,2013,291.0
4491,16056,Hombres,2012,295.0
4492,16056,Hombres,2011,299.0
4493,16056,Hombres,2010,327.0
4494,16056,Hombres,2009,319.0
4495,16056,Hombres,2008,322.0
4496,16056,Hombres,2007,331.0
4497,16056,Hombres,2006,341.0
4498,16056,Hombres,2005,355.0
4499,16056,Hombres,2004,380.0
4500,16056,Hombres,2003,365.0
4501,16056,Hombres,2002,371.0
4502,16056,Hombres,2001,375.0
4503,16056,Hombres,2000,369.0
4504,16056,Hombres,1999,357.0
4505,16056,Hombres,1998,353.0
4506,16056,Hombres,1997,
4507,16056,Hombres,1996,365.0
4508,16056,Mujeres,2023,224.0
4509,16056,Mujeres,2022,224.0
4510,16056,Mujeres,2021,234.0
4511,16056,Mujeres,2020,222.0
4512,16056,Mujeres,2019,229.0
4513,16056,Mujeres,2018,230.0
4514,16056,Mujeres,2017,229.0
4515,16056,Mujeres,2016,240.0
4516,16056,Mujeres,2015,250.0
4517,16056,Mujeres,2014,266.0
4518,16056,Mujeres,2013,269.0
4519,16056,Mujeres,2012,277.0
4520,16056,Mujeres,2011,284.0
4521,16056,Mujeres,2010,296.0
4522,16056,Mujeres,2009,304.0
4523,16056,Mujeres,2008,310.0
4524,16056,Mujeres,2007,321.0
4525,16056,Mujeres,2006,325.0
4526,16056,Mujeres,2005,336.0
4527,16056,Mujeres,2004,342.0
4528,16056,Mujeres,2003,341.0
4529,16056,Mujeres,2002,356.0
4530,16056,Mujeres,2001,361.0
4531,16056,Mujeres,2000,353.0
4532,16056,Mujeres,1999,337.0
4533,16056,Mujeres,1998,336.0
4534,16056,Mujeres,1997,
4535,16056,Mujeres,1996,347.0
4536,16057,Total,2023,67.0
4537,16057,Total,2022,68.0
4538,16057,Total,2021,67.0
4539,16057,Total,2020,67.0
4540,16057,Total,2019,70.0
4541,16057,Total,2018,75.0
4542,16057,Total,2017,72.0
4543,16057,Total,2016,80.0
4544,16057,Total,2015,89.0
4545,16057,Total,2014,87.0
4546,16057,Total,2013,95.0
4547,16057,Total,2012,107.0
4548,16057,Total,2011,117.0
4549,16057,Total,2010,107.0
4550,16057,Total,2009,109.0
4551,16057,Total,2008,113.0
4552,16057,Total,2007,116.0
4553,16057,Total,2006,111.0
4554,16057,Total,2005,114.0
4555,16057,Total,2004,112.0
4556,16057,Total,2003,111.0
4557,16057,Total,2002,111.0
4558,16057,Total,2001,108.0
4559,16057,Total,2000,101.0
4560,16057,Total,1999,105.0
4561,16057,Total,1998,116.0
4562,16057,Total,1997,
4563,16057,Total,1996,118.0
4564,16057,Hombres,2023,42.0
4565,16057,Hombres,2022,43.0
4566,16057,Hombres,2021,40.0
4567,16057,Hombres,2020,40.0
4568,16057,Hombres,2019,42.0
4569,16057,Hombres,2018,45.0
4570,16057,Hombres,2017,44.0
4571,16057,Hombres,2016,50.0
4572,16057,Hombres,2015,57.0
4573,16057,Hombres,2014,54.0
4574,16057,Hombres,2013,61.0
4575,16057,Hombres,2012,67.0
4576,16057,Hombres,2011,72.0
4577,16057,Hombres,2010,68.0
4578,16057,Hombres,2009,68.0
4579,16057,Hombres,2008,70.0
4580,16057,Hombres,2007,69.0
4581,16057,Hombres,2006,64.0
4582,16057,Hombres,2005,67.0
4583,16057,Hombres,2004,66.0
4584,16057,Hombres,2003,66.0
4585,16057,Hombres,2002,69.0
4586,16057,Hombres,2001,69.0
4587,16057,Hombres,2000,63.0
4588,16057,Hombres,1999,64.0
4589,16057,Hombres,1998,70.0
4590,16057,Hombres,1997,
4591,16057,Hombres,1996,70.0
4592,16057,Mujeres,2023,25.0
4593,16057,Mujeres,2022,25.0
4594,16057,Mujeres,2021,27.0
4595,16057,Mujeres,2020,27.0
4596,16057,Mujeres,2019,28.0
4597,16057,Mujeres,2018,30.0
4598,16057,Mujeres,2017,28.0
4599,16057,Mujeres,2016,30.0
4600,16057,Mujeres,2015,32.0
4601,16057,Mujeres,2014,33.0
4602,16057,Mujeres,2013,34.0
4603,16057,Mujeres,2012,40.0
4604,16057,Mujeres,2011,45.0
4605,16057,Mujeres,2010,39.0
4606,16057,Mujeres,2009,41.0
4607,16057,Mujeres,2008,43.0
4608,16057,Mujeres,2007,47.0
4609,16057,Mujeres,2006,47.0
4610,16057,Mujeres,2005,47.0
4611,16057,Mujeres,2004,46.0
4612,16057,Mujeres,2003,45.0
4613,16057,Mujeres,2002,42.0
4614,16057,Mujeres,2001,39.0
4615,16057,Mujeres,2000,38.0
4616,16057,Mujeres,1999,41.0
4617,16057,Mujeres,1998,46.0
4618,16057,Mujeres,1997,
4619,16057,Mujeres,1996,48.0
4620,16058,Total,2023,96.0
4621,16058,Total,2022,98.0
4622,16058,Total,2021,101.0
4623,16058,Total,2020,100.0
4624,16058,Total,2019,106.0
4625,16058,Total,2018,111.0
4626,16058,Total,2017,115.0
4627,16058,Total,2016,117.0
4628,16058,Total,2015,122.0
4629,16058,Total,2014,125.0
4630,16058,Total,2013,124.0
4631,16058,Total,2012,128.0
4632,16058,Total,2011,133.0
4633,16058,Total,2010,132.0
4634,16058,Total,2009,130.0
4635,16058,Total,2008,135.0
4636,16058,Total,2007,126.0
4637,16058,Total,2006,133.0
4638,16058,Total,2005,137.0
4639,16058,Total,2004,142.0
4640,16058,Total,2003,142.0
4641,16058,Total,2002,146.0
4642,16058,Total,2001,151.0
4643,16058,Total,2000,153.0
4644,16058,Total,1999,154.0
4645,16058,Total,1998,155.0
4646,16058,Total,1997,
4647,16058,Total,1996,162.0
4648,16058,Hombres,2023,47.0
4649,16058,Hombres,2022,48.0
4650,16058,Hombres,2021,51.0
4651,16058,Hombres,2020,50.0
4652,16058,Hombres,2019,56.0
4653,16058,Hombres,2018,57.0
4654,16058,Hombres,2017,58.0
4655,16058,Hombres,2016,59.0
4656,16058,Hombres,2015,63.0
4657,16058,Hombres,2014,62.0
4658,16058,Hombres,2013,63.0
4659,16058,Hombres,2012,66.0
4660,16058,Hombres,2011,67.0
4661,16058,Hombres,2010,66.0
4662,16058,Hombres,2009,61.0
4663,16058,Hombres,2008,63.0
4664,16058,Hombres,2007,60.0
4665,16058,Hombres,2006,64.0
4666,16058,Hombres,2005,67.0
4667,16058,Hombres,2004,69.0
4668,16058,Hombres,2003,72.0
4669,16058,Hombres,2002,76.0
4670,16058,Hombres,2001,77.0
4671,16058,Hombres,2000,77.0
4672,16058,Hombres,1999,78.0
4673,16058,Hombres,1998,79.0
4674,16058,Hombres,1997,
4675,16058,Hombres,1996,81.0
4676,16058,Mujeres,2023,49.0
4677,16058,Mujeres,2022,50.0
4678,16058,Mujeres,2021,50.0
4679,16058,Mujeres,2020,50.0
4680,16058,Mujeres,2019,50.0
4681,16058,Mujeres,2018,54.0
4682,16058,Mujeres,2017,57.0
4683,16058,Mujeres,2016,58.0
4684,16058,Mujeres,2015,59.0
4685,16058,Mujeres,2014,63.0
4686,16058,Mujeres,2013,61.0
4687,16058,Mujeres,2012,62.0
4688,16058,Mujeres,2011,66.0
4689,16058,Mujeres,2010,66.0
4690,16058,Mujeres,2009,69.0
4691,16058,Mujeres,2008,72.0
4692,16058,Mujeres,2007,66.0
4693,16058,Mujeres,2006,69.0
4694,16058,Mujeres,2005,70.0
4695,16058,Mujeres,2004,73.0
4696,16058,Mujeres,2003,70.0
4697,16058,Mujeres,2002,70.0
4698,16058,Mujeres,2001,74.0
4699,16058,Mujeres,2000,76.0
4700,16058,Mujeres,1999,76.0
4701,16058,Mujeres,1998,76.0
4702,16058,Mujeres,1997,
4703,16058,Mujeres,1996,81.0
4704,16060,Total,2023,809.0
4705,16060,Total,2022,816.0
4706,16060,Total,2021,816.0
4707,16060,Total,2020,823.0
4708,16060,Total,2019,852.0
4709,16060,Total,2018,877.0
4710,16060,Total,2017,875.0
4711,16060,Total,2016,883.0
4712,16060,Total,2015,918.0
4713,16060,Total,2014,940.0
4714,16060,Total,2013,985.0
4715,16060,Total,2012,1.018
4716,16060,Total,2011,1.034
4717,16060,Total,2010,1.055
4718,16060,Total,2009,1.052
4719,16060,Total,2008,1.039
4720,16060,Total,2007,1.096
4721,16060,Total,2006,1.1
4722,16060,Total,2005,1.09
4723,16060,Total,2004,1.079
4724,16060,Total,2003,1.109
4725,16060,Total,2002,1.118
4726,16060,Total,2001,1.1
4727,16060,Total,2000,1.116
4728,16060,Total,1999,1.067
4729,16060,Total,1998,1.096
4730,16060,Total,1997,
4731,16060,Total,1996,1.121
4732,16060,Hombres,2023,408.0
4733,16060,Hombres,2022,402.0
4734,16060,Hombres,2021,397.0
4735,16060,Hombres,2020,402.0
4736,16060,Hombres,2019,424.0
4737,16060,Hombres,2018,427.0
4738,16060,Hombres,2017,430.0
4739,16060,Hombres,2016,430.0
4740,16060,Hombres,2015,449.0
4741,16060,Hombres,2014,459.0
4742,16060,Hombres,2013,488.0
4743,16060,Hombres,2012,504.0
4744,16060,Hombres,2011,511.0
4745,16060,Hombres,2010,515.0
4746,16060,Hombres,2009,521.0
4747,16060,Hombres,2008,513.0
4748,16060,Hombres,2007,534.0
4749,16060,Hombres,2006,538.0
4750,16060,Hombres,2005,523.0
4751,16060,Hombres,2004,525.0
4752,16060,Hombres,2003,538.0
4753,16060,Hombres,2002,553.0
4754,16060,Hombres,2001,539.0
4755,16060,Hombres,2000,532.0
4756,16060,Hombres,1999,507.0
4757,16060,Hombres,1998,524.0
4758,16060,Hombres,1997,
4759,16060,Hombres,1996,536.0
4760,16060,Mujeres,2023,401.0
4761,16060,Mujeres,2022,414.0
4762,16060,Mujeres,2021,419.0
4763,16060,Mujeres,2020,421.0
4764,16060,Mujeres,2019,428.0
4765,16060,Mujeres,2018,450.0
4766,16060,Mujeres,2017,445.0
4767,16060,Mujeres,2016,453.0
4768,16060,Mujeres,2015,469.0
4769,16060,Mujeres,2014,481.0
4770,16060,Mujeres,2013,497.0
4771,16060,Mujeres,2012,514.0
4772,16060,Mujeres,2011,523.0
4773,16060,Mujeres,2010,540.0
4774,16060,Mujeres,2009,531.0
4775,16060,Mujeres,2008,526.0
4776,16060,Mujeres,2007,562.0
4777,16060,Mujeres,2006,562.0
4778,16060,Mujeres,2005,567.0
4779,16060,Mujeres,2004,554.0
4780,16060,Mujeres,2003,571.0
4781,16060,Mujeres,2002,565.0
4782,16060,Mujeres,2001,561.0
4783,16060,Mujeres,2000,584.0
4784,16060,Mujeres,1999,560.0
4785,16060,Mujeres,1998,572.0
4786,16060,Mujeres,1997,
4787,16060,Mujeres,1996,585.0
4788,16061,Total,2023,1.132
4789,16061,Total,2022,1.144
4790,16061,Total,2021,1.147
4791,16061,Total,2020,1.14
4792,16061,Total,2019,1.169
4793,16061,Total,2018,1.21
4794,16061,Total,2017,1.208
4795,16061,Total,2016,1.258
4796,16061,Total,2015,1.311
4797,16061,Total,2014,1.358
4798,16061,Total,2013,1.41
4799,16061,Total,2012,1.446
4800,16061,Total,2011,1.472
4801,16061,Total,2010,1.503
4802,16061,Total,2009,1.462
4803,16061,Total,2008,1.433
4804,16061,Total,2007,1.397
4805,16061,Total,2006,1.366
4806,16061,Total,2005,1.321
4807,16061,Total,2004,1.333
4808,16061,Total,2003,1.357
4809,16061,Total,2002,1.405
4810,16061,Total,2001,1.424
4811,16061,Total,2000,1.431
4812,16061,Total,1999,1.365
4813,16061,Total,1998,1.34
4814,16061,Total,1997,
4815,16061,Total,1996,1.37
4816,16061,Hombres,2023,592.0
4817,16061,Hombres,2022,595.0
4818,16061,Hombres,2021,597.0
4819,16061,Hombres,2020,593.0
4820,16061,Hombres,2019,608.0
4821,16061,Hombres,2018,637.0
4822,16061,Hombres,2017,629.0
4823,16061,Hombres,2016,661.0
4824,16061,Hombres,2015,704.0
4825,16061,Hombres,2014,724.0
4826,16061,Hombres,2013,747.0
4827,16061,Hombres,2012,769.0
4828,16061,Hombres,2011,784.0
4829,16061,Hombres,2010,801.0
4830,16061,Hombres,2009,779.0
4831,16061,Hombres,2008,759.0
4832,16061,Hombres,2007,728.0
4833,16061,Hombres,2006,704.0
4834,16061,Hombres,2005,676.0
4835,16061,Hombres,2004,679.0
4836,16061,Hombres,2003,685.0
4837,16061,Hombres,2002,701.0
4838,16061,Hombres,2001,709.0
4839,16061,Hombres,2000,703.0
4840,16061,Hombres,1999,669.0
4841,16061,Hombres,1998,659.0
4842,16061,Hombres,1997,
4843,16061,Hombres,1996,674.0
4844,16061,Mujeres,2023,540.0
4845,16061,Mujeres,2022,549.0
4846,16061,Mujeres,2021,550.0
4847,16061,Mujeres,2020,547.0
4848,16061,Mujeres,2019,561.0
4849,16061,Mujeres,2018,573.0
4850,16061,Mujeres,2017,579.0
4851,16061,Mujeres,2016,597.0
4852,16061,Mujeres,2015,607.0
4853,16061,Mujeres,2014,634.0
4854,16061,Mujeres,2013,663.0
4855,16061,Mujeres,2012,677.0
4856,16061,Mujeres,2011,688.0
4857,16061,Mujeres,2010,702.0
4858,16061,Mujeres,2009,683.0
4859,16061,Mujeres,2008,674.0
4860,16061,Mujeres,2007,669.0
4861,16061,Mujeres,2006,662.0
4862,16061,Mujeres,2005,645.0
4863,16061,Mujeres,2004,654.0
4864,16061,Mujeres,2003,672.0
4865,16061,Mujeres,2002,704.0
4866,16061,Mujeres,2001,715.0
4867,16061,Mujeres,2000,728.0
4868,16061,Mujeres,1999,696.0
4869,16061,Mujeres,1998,681.0
4870,16061,Mujeres,1997,
4871,16061,Mujeres,1996,696.0
4872,16062,Total,2023,34.0
4873,16062,Total,2022,31.0
4874,16062,Total,2021,29.0
4875,16062,Total,2020,29.0
4876,16062,Total,2019,29.0
4877,16062,Total,2018,27.0
4878,16062,Total,2017,28.0
4879,16062,Total,2016,30.0
4880,16062,Total,2015,28.0
4881,16062,Total,2014,30.0
4882,16062,Total,2013,32.0
4883,16062,Total,2012,30.0
4884,16062,Total,2011,33.0
4885,16062,Total,2010,32.0
4886,16062,Total,2009,31.0
4887,16062,Total,2008,31.0
4888,16062,Total,2007,34.0
4889,16062,Total,2006,29.0
4890,16062,Total,2005,31.0
4891,16062,Total,2004,34.0
4892,16062,Total,2003,33.0
4893,16062,Total,2002,39.0
4894,16062,Total,2001,40.0
4895,16062,Total,2000,36.0
4896,16062,Total,1999,34.0
4897,16062,Total,1998,34.0
4898,16062,Total,1997,
4899,16062,Total,1996,26.0
4900,16062,Hombres,2023,21.0
4901,16062,Hombres,2022,19.0
4902,16062,Hombres,2021,18.0
4903,16062,Hombres,2020,19.0
4904,16062,Hombres,2019,19.0
4905,16062,Hombres,2018,18.0
4906,16062,Hombres,2017,18.0
4907,16062,Hombres,2016,20.0
4908,16062,Hombres,2015,17.0
4909,16062,Hombres,2014,19.0
4910,16062,Hombres,2013,20.0
4911,16062,Hombres,2012,20.0
4912,16062,Hombres,2011,20.0
4913,16062,Hombres,2010,18.0
4914,16062,Hombres,2009,18.0
4915,16062,Hombres,2008,18.0
4916,16062,Hombres,2007,20.0
4917,16062,Hombres,2006,18.0
4918,16062,Hombres,2005,20.0
4919,16062,Hombres,2004,22.0
4920,16062,Hombres,2003,20.0
4921,16062,Hombres,2002,22.0
4922,16062,Hombres,2001,22.0
4923,16062,Hombres,2000,18.0
4924,16062,Hombres,1999,17.0
4925,16062,Hombres,1998,16.0
4926,16062,Hombres,1997,
4927,16062,Hombres,1996,11.0
4928,16062,Mujeres,2023,13.0
4929,16062,Mujeres,2022,12.0
4930,16062,Mujeres,2021,11.0
4931,16062,Mujeres,2020,10.0
4932,16062,Mujeres,2019,10.0
4933,16062,Mujeres,2018,9.0
4934,16062,Mujeres,2017,10.0
4935,16062,Mujeres,2016,10.0
4936,16062,Mujeres,2015,11.0
4937,16062,Mujeres,2014,11.0
4938,16062,Mujeres,2013,12.0
4939,16062,Mujeres,2012,10.0
4940,16062,Mujeres,2011,13.0
4941,16062,Mujeres,2010,14.0
4942,16062,Mujeres,2009,13.0
4943,16062,Mujeres,2008,13.0
4944,16062,Mujeres,2007,14.0
4945,16062,Mujeres,2006,11.0
4946,16062,Mujeres,2005,11.0
4947,16062,Mujeres,2004,12.0
4948,16062,Mujeres,2003,13.0
4949,16062,Mujeres,2002,17.0
4950,16062,Mujeres,2001,18.0
4951,16062,Mujeres,2000,18.0
4952,16062,Mujeres,1999,17.0
4953,16062,Mujeres,1998,18.0
4954,16062,Mujeres,1997,
4955,16062,Mujeres,1996,15.0
4956,16063,Total,2023,110.0
4957,16063,Total,2022,108.0
4958,16063,Total,2021,119.0
4959,16063,Total,2020,112.0
4960,16063,Total,2019,117.0
4961,16063,Total,2018,111.0
4962,16063,Total,2017,111.0
4963,16063,Total,2016,112.0
4964,16063,Total,2015,116.0
4965,16063,Total,2014,135.0
4966,16063,Total,2013,140.0
4967,16063,Total,2012,140.0
4968,16063,Total,2011,142.0
4969,16063,Total,2010,153.0
4970,16063,Total,2009,153.0
4971,16063,Total,2008,141.0
4972,16063,Total,2007,137.0
4973,16063,Total,2006,134.0
4974,16063,Total,2005,130.0
4975,16063,Total,2004,131.0
4976,16063,Total,2003,132.0
4977,16063,Total,2002,135.0
4978,16063,Total,2001,139.0
4979,16063,Total,2000,145.0
4980,16063,Total,1999,150.0
4981,16063,Total,1998,154.0
4982,16063,Total,1997,
4983,16063,Total,1996,158.0
4984,16063,Hombres,2023,61.0
4985,16063,Hombres,2022,57.0
4986,16063,Hombres,2021,62.0
4987,16063,Hombres,2020,61.0
4988,16063,Hombres,2019,63.0
4989,16063,Hombres,2018,59.0
4990,16063,Hombres,2017,60.0
4991,16063,Hombres,2016,60.0
4992,16063,Hombres,2015,63.0
4993,16063,Hombres,2014,73.0
4994,16063,Hombres,2013,76.0
4995,16063,Hombres,2012,75.0
4996,16063,Hombres,2011,78.0
4997,16063,Hombres,2010,84.0
4998,16063,Hombres,2009,84.0
4999,16063,Hombres,2008,76.0
5000,16063,Hombres,2007,75.0
5001,16063,Hombres,2006,73.0
5002,16063,Hombres,2005,67.0
5003,16063,Hombres,2004,65.0
5004,16063,Hombres,2003,65.0
5005,16063,Hombres,2002,66.0
5006,16063,Hombres,2001,67.0
5007,16063,Hombres,2000,71.0
5008,16063,Hombres,1999,76.0
5009,16063,Hombres,1998,77.0
5010,16063,Hombres,1997,
5011,16063,Hombres,1996,81.0
5012,16063,Mujeres,2023,49.0
5013,16063,Mujeres,2022,51.0
5014,16063,Mujeres,2021,57.0
5015,16063,Mujeres,2020,51.0
5016,16063,Mujeres,2019,54.0
5017,16063,Mujeres,2018,52.0
5018,16063,Mujeres,2017,51.0
5019,16063,Mujeres,2016,52.0
5020,16063,Mujeres,2015,53.0
5021,16063,Mujeres,2014,62.0
5022,16063,Mujeres,2013,64.0
5023,16063,Mujeres,2012,65.0
5024,16063,Mujeres,2011,64.0
5025,16063,Mujeres,2010,69.0
5026,16063,Mujeres,2009,69.0
5027,16063,Mujeres,2008,65.0
5028,16063,Mujeres,2007,62.0
5029,16063,Mujeres,2006,61.0
5030,16063,Mujeres,2005,63.0
5031,16063,Mujeres,2004,66.0
5032,16063,Mujeres,2003,67.0
5033,16063,Mujeres,2002,69.0
5034,16063,Mujeres,2001,72.0
5035,16063,Mujeres,2000,74.0
5036,16063,Mujeres,1999,74.0
5037,16063,Mujeres,1998,77.0
5038,16063,Mujeres,1997,
5039,16063,Mujeres,1996,77.0
5040,16064,Total,2023,848.0
5041,16064,Total,2022,844.0
5042,16064,Total,2021,835.0
5043,16064,Total,2020,827.0
5044,16064,Total,2019,823.0
5045,16064,Total,2018,836.0
5046,16064,Total,2017,847.0
5047,16064,Total,2016,875.0
5048,16064,Total,2015,873.0
5049,16064,Total,2014,861.0
5050,16064,Total,2013,885.0
5051,16064,Total,2012,898.0
5052,16064,Total,2011,892.0
5053,16064,Total,2010,888.0
5054,16064,Total,2009,905.0
5055,16064,Total,2008,904.0
5056,16064,Total,2007,912.0
5057,16064,Total,2006,904.0
5058,16064,Total,2005,882.0
5059,16064,Total,2004,855.0
5060,16064,Total,2003,878.0
5061,16064,Total,2002,910.0
5062,16064,Total,2001,904.0
5063,16064,Total,2000,894.0
5064,16064,Total,1999,890.0
5065,16064,Total,1998,890.0
5066,16064,Total,1997,
5067,16064,Total,1996,908.0
5068,16064,Hombres,2023,452.0
5069,16064,Hombres,2022,447.0
5070,16064,Hombres,2021,445.0
5071,16064,Hombres,2020,439.0
5072,16064,Hombres,2019,437.0
5073,16064,Hombres,2018,441.0
5074,16064,Hombres,2017,447.0
5075,16064,Hombres,2016,467.0
5076,16064,Hombres,2015,462.0
5077,16064,Hombres,2014,455.0
5078,16064,Hombres,2013,470.0
5079,16064,Hombres,2012,485.0
5080,16064,Hombres,2011,474.0
5081,16064,Hombres,2010,465.0
5082,16064,Hombres,2009,466.0
5083,16064,Hombres,2008,465.0
5084,16064,Hombres,2007,468.0
5085,16064,Hombres,2006,464.0
5086,16064,Hombres,2005,461.0
5087,16064,Hombres,2004,447.0
5088,16064,Hombres,2003,465.0
5089,16064,Hombres,2002,473.0
5090,16064,Hombres,2001,467.0
5091,16064,Hombres,2000,457.0
5092,16064,Hombres,1999,447.0
5093,16064,Hombres,1998,447.0
5094,16064,Hombres,1997,
5095,16064,Hombres,1996,465.0
5096,16064,Mujeres,2023,396.0
5097,16064,Mujeres,2022,397.0
5098,16064,Mujeres,2021,390.0
5099,16064,Mujeres,2020,388.0
5100,16064,Mujeres,2019,386.0
5101,16064,Mujeres,2018,395.0
5102,16064,Mujeres,2017,400.0
5103,16064,Mujeres,2016,408.0
5104,16064,Mujeres,2015,411.0
5105,16064,Mujeres,2014,406.0
5106,16064,Mujeres,2013,415.0
5107,16064,Mujeres,2012,413.0
5108,16064,Mujeres,2011,418.0
5109,16064,Mujeres,2010,423.0
5110,16064,Mujeres,2009,439.0
5111,16064,Mujeres,2008,439.0
5112,16064,Mujeres,2007,444.0
5113,16064,Mujeres,2006,440.0
5114,16064,Mujeres,2005,421.0
5115,16064,Mujeres,2004,408.0
5116,16064,Mujeres,2003,413.0
5117,16064,Mujeres,2002,437.0
5118,16064,Mujeres,2001,437.0
5119,16064,Mujeres,2000,437.0
5120,16064,Mujeres,1999,443.0
5121,16064,Mujeres,1998,443.0
5122,16064,Mujeres,1997,
5123,16064,Mujeres,1996,443.0
5124,16065,Total,2023,419.0
5125,16065,Total,2022,415.0
5126,16065,Total,2021,417.0
5127,16065,Total,2020,435.0
5128,16065,Total,2019,440.0
5129,16065,Total,2018,459.0
5130,16065,Total,2017,443.0
5131,16065,Total,2016,441.0
5132,16065,Total,2015,464.0
5133,16065,Total,2014,522.0
5134,16065,Total,2013,539.0
5135,16065,Total,2012,561.0
5136,16065,Total,2011,582.0
5137,16065,Total,2010,531.0
5138,16065,Total,2009,537.0
5139,16065,Total,2008,523.0
5140,16065,Total,2007,528.0
5141,16065,Total,2006,522.0
5142,16065,Total,2005,520.0
5143,16065,Total,2004,530.0
5144,16065,Total,2003,532.0
5145,16065,Total,2002,531.0
5146,16065,Total,2001,522.0
5147,16065,Total,2000,512.0
5148,16065,Total,1999,511.0
5149,16065,Total,1998,510.0
5150,16065,Total,1997,
5151,16065,Total,1996,532.0
5152,16065,Hombres,2023,212.0
5153,16065,Hombres,2022,202.0
5154,16065,Hombres,2021,202.0
5155,16065,Hombres,2020,213.0
5156,16065,Hombres,2019,218.0
5157,16065,Hombres,2018,229.0
5158,16065,Hombres,2017,220.0
5159,16065,Hombres,2016,219.0
5160,16065,Hombres,2015,225.0
5161,16065,Hombres,2014,255.0
5162,16065,Hombres,2013,256.0
5163,16065,Hombres,2012,260.0
5164,16065,Hombres,2011,273.0
5165,16065,Hombres,2010,253.0
5166,16065,Hombres,2009,255.0
5167,16065,Hombres,2008,245.0
5168,16065,Hombres,2007,243.0
5169,16065,Hombres,2006,242.0
5170,16065,Hombres,2005,247.0
5171,16065,Hombres,2004,254.0
5172,16065,Hombres,2003,252.0
5173,16065,Hombres,2002,255.0
5174,16065,Hombres,2001,251.0
5175,16065,Hombres,2000,254.0
5176,16065,Hombres,1999,253.0
5177,16065,Hombres,1998,244.0
5178,16065,Hombres,1997,
5179,16065,Hombres,1996,255.0
5180,16065,Mujeres,2023,207.0
5181,16065,Mujeres,2022,213.0
5182,16065,Mujeres,2021,215.0
5183,16065,Mujeres,2020,222.0
5184,16065,Mujeres,2019,222.0
5185,16065,Mujeres,2018,230.0
5186,16065,Mujeres,2017,223.0
5187,16065,Mujeres,2016,222.0
5188,16065,Mujeres,2015,239.0
5189,16065,Mujeres,2014,267.0
5190,16065,Mujeres,2013,283.0
5191,16065,Mujeres,2012,301.0
5192,16065,Mujeres,2011,309.0
5193,16065,Mujeres,2010,278.0
5194,16065,Mujeres,2009,282.0
5195,16065,Mujeres,2008,278.0
5196,16065,Mujeres,2007,285.0
5197,16065,Mujeres,2006,280.0
5198,16065,Mujeres,2005,273.0
5199,16065,Mujeres,2004,276.0
5200,16065,Mujeres,2003,280.0
5201,16065,Mujeres,2002,276.0
5202,16065,Mujeres,2001,271.0
5203,16065,Mujeres,2000,258.0
5204,16065,Mujeres,1999,258.0
5205,16065,Mujeres,1998,266.0
5206,16065,Mujeres,1997,
5207,16065,Mujeres,1996,277.0
5208,16066,Total,2023,3.157
5209,16066,Total,2022,3.14
5210,16066,Total,2021,3.089
5211,16066,Total,2020,3.103
5212,16066,Total,2019,3.084
5213,16066,Total,2018,3.072
5214,16066,Total,2017,3.072
5215,16066,Total,2016,3.113
5216,16066,Total,2015,3.144
5217,16066,Total,2014,3.175
5218,16066,Total,2013,3.22
5219,16066,Total,2012,3.311
5220,16066,Total,2011,3.344
5221,16066,Total,2010,3.361
5222,16066,Total,2009,3.347
5223,16066,Total,2008,3.206
5224,16066,Total,2007,3.12
5225,16066,Total,2006,3.073
5226,16066,Total,2005,3.049
5227,16066,Total,2004,3.045
5228,16066,Total,2003,3.038
5229,16066,Total,2002,3.05
5230,16066,Total,2001,3.043
5231,16066,Total,2000,3.047
5232,16066,Total,1999,3.057
5233,16066,Total,1998,3.061
5234,16066,Total,1997,
5235,16066,Total,1996,3.049
5236,16066,Hombres,2023,1.64
5237,16066,Hombres,2022,1.639
5238,16066,Hombres,2021,1.601
5239,16066,Hombres,2020,1.596
5240,16066,Hombres,2019,1.59
5241,16066,Hombres,2018,1.604
5242,16066,Hombres,2017,1.601
5243,16066,Hombres,2016,1.627
5244,16066,Hombres,2015,1.624
5245,16066,Hombres,2014,1.642
5246,16066,Hombres,2013,1.666
5247,16066,Hombres,2012,1.716
5248,16066,Hombres,2011,1.734
5249,16066,Hombres,2010,1.749
5250,16066,Hombres,2009,1.745
5251,16066,Hombres,2008,1.667
5252,16066,Hombres,2007,1.601
5253,16066,Hombres,2006,1.576
5254,16066,Hombres,2005,1.553
5255,16066,Hombres,2004,1.551
5256,16066,Hombres,2003,1.548
5257,16066,Hombres,2002,1.565
5258,16066,Hombres,2001,1.559
5259,16066,Hombres,2000,1.554
5260,16066,Hombres,1999,1.556
5261,16066,Hombres,1998,1.559
5262,16066,Hombres,1997,
5263,16066,Hombres,1996,1.562
5264,16066,Mujeres,2023,1.517
5265,16066,Mujeres,2022,1.501
5266,16066,Mujeres,2021,1.488
5267,16066,Mujeres,2020,1.507
5268,16066,Mujeres,2019,1.494
5269,16066,Mujeres,2018,1.468
5270,16066,Mujeres,2017,1.471
5271,16066,Mujeres,2016,1.486
5272,16066,Mujeres,2015,1.52
5273,16066,Mujeres,2014,1.533
5274,16066,Mujeres,2013,1.554
5275,16066,Mujeres,2012,1.595
5276,16066,Mujeres,2011,1.61
5277,16066,Mujeres,2010,1.612
